21061152,6.09,5,3
22174600,6.14,6,3
23293664,6.11,7,3
24402232,6.17,8,3
25517320,6.13,9,3
26621656,6.19,10,3
27732824,6.16,11,3
28833240,6.22,12,3
29940824,6.18,13,3
31037016,6.24,14,3
