434484376,6.53,273,3.31,46,,,,434484376,6.53,273,3.31,46
29,,,,,,,,439030264,6.53,273,3.35,48
439030264,6.53,273,3.35,48,4545888,,,443551944,6.53,273,3.39,50
29,,,,,,,,448049416,6.53,273,3.43,52
443551944,6.53,273,3.39,50,4521680,,,452524264,6.53,273,3.48,54
29,,,,,,,,456976952,6.53,273,3.54,56
448049416,6.53,273,3.43,52,4497472,,,,,,,
29,,,,,,,,,,,,
452524264,6.53,273,3.48,54,4474848,,,,,,,
29,,,,,,,,,,,,
456976952,6.53,273,3.54,56,4452688,,,,,,,
,,,,,4.4985152,,,,,,,
